,race_no,going,race_type,plc,horse_no,horse_name,jockey_name,trainer_name,actual_wt,declared_wt,draw,lbw,running_pos,finish_time,public_odds,date,race_id,race_dist,horse_id
7644,RACE_4,GOOD,CLASS_4,WV,,FLYING_FORCE,A Badel,C S Shum,130,---,---,---,---,---,---,30/01/2019,379,1200,V014
7645,RACE_5,GOOD,CLASS_3,1,1.0,ENCOURAGING,C Wong,J Moore,126,1041,2,-,7 6 5 1,1:39.53,4.8,30/01/2019,380,1650,B109
7646,RACE_5,GOOD,CLASS_3,2,4.0,HAR_HAR_HEART,J Moreira,J Size,126,1126,9,1-1/4,10 9 6 2,1:39.70,5.6,30/01/2019,380,1650,A224
7647,RACE_5,GOOD,CLASS_3,3,8.0,PENANG_HALL,U Rispoli,D J Hall,122,1236,12,2-3/4,12 11 10 3,1:39.92,108,30/01/2019,380,1650,T062
7648,RACE_5,GOOD,CLASS_3,4,7.0,LUCKY_GIRL,A Badel,C S Shum,123,1222,1,3,3 3 3 4,1:39.99,20,30/01/2019,380,1650,T355
7649,RACE_5,GOOD,CLASS_3,5,5.0,MAGNETISM,N Callan,D E Ferraris,126,1132,8,6-1/2,9 10 12 5,1:40.56,77,30/01/2019,380,1650,V114
7650,RACE_5,GOOD,CLASS_3,6,12.0,STARLIT_KNIGHT,H N Wong,Y S Tsui,114,1116,7,7,2 2 2 6,1:40.64,5.3,30/01/2019,380,1650,A137
7651,RACE_5,GOOD,CLASS_3,7,10.0,WITNESS_HUNTER,K Teetan,F C Lor,118,1206,10,8,4 4 4 7,1:40.80,16,30/01/2019,380,1650,B421
7652,RACE_5,GOOD,CLASS_3,8,6.0,RIGHT_HONOURABLE,M Chadwick,R Gibson,125,1023,3,9-1/2,6 8 8 8,1:41.03,9.8,30/01/2019,380,1650,A164
7653,RACE_5,GOOD,CLASS_3,9,11.0,WONDERFUL_JOURNEY,G van Niekerk,P F Yiu,118,1150,11,10,11 12 11 9,1:41.14,173,30/01/2019,380,1650,T402
7654,RACE_5,GOOD,CLASS_3,10,2.0,STAR_MAJESTIC,K C Leung,P O'Sullivan,133,1118,6,10-1/4,8 7 7 10,1:41.17,13,30/01/2019,380,1650,S093
7655,RACE_5,GOOD,CLASS_3,11,9.0,IRISH_VEGA,T H So,C H Yip,119,1058,4,12-1/4,5 5 9 11,1:41.50,53,30/01/2019,380,1650,B302
7656,RACE_5,GOOD,CLASS_3,12,3.0,SMART_LEADER,Z Purton,A S Cruz,129,1145,5,14,1 1 1 12,1:41.79,3.3,30/01/2019,380,1650,B456
7657,RACE_5,GOOD,CLASS_3,WV,,THE_JUDGE,Z Purton,C Fownes,127,---,---,---,---,---,---,30/01/2019,380,1650,A147
7658,RACE_6,GOOD,CLASS_2,1,3.0,RED_WARRIOR,J Moreira,J Size,125,1033,3,-,4 4 4 4 1,1:50.68,1.8,30/01/2019,381,1800,B355
7659,RACE_6,GOOD,CLASS_2,2,5.0,CIRCUIT_GLORY,H T Mo,A S Cruz,117,1050,5,N,1 1 1 1 2,1:50.75,17,30/01/2019,381,1800,A402
7660,RACE_6,GOOD,CLASS_2,3,8.0,GLORIOUS_ARTIST,K C Leung,F C Lor,118,1095,6,3/4,3 3 3 3 3,1:50.83,8.9,30/01/2019,381,1800,B210
7661,RACE_6,GOOD,CLASS_2,4,9.0,GOOD_OMEN,D Whyte,C H Yip,117,1043,7,2-1/2,8 8 8 7 4,1:51.10,5.6,30/01/2019,381,1800,B208
7662,RACE_6,GOOD,CLASS_2,5,10.0,PIKACHU,G van Niekerk,D E Ferraris,116,1148,9,2-3/4,6 6 6 6 5,1:51.13,41,30/01/2019,381,1800,S298
7663,RACE_6,GOOD,CLASS_2,6,4.0,FAST_MOST_FURIOUS,Z Purton,D J Hall,123,1106,1,3-1/2,5 5 5 5 6,1:51.22,9.8,30/01/2019,381,1800,A165
7664,RACE_6,GOOD,CLASS_2,7,1.0,SUPER_CHIC,K Teetan,A S Cruz,133,1039,4,4,9 9 9 9 7,1:51.32,6.8,30/01/2019,381,1800,A134
7665,RACE_6,GOOD,CLASS_2,8,2.0,PACKING_DRAGON,C Schofield,P F Yiu,132,1209,8,4-1/2,2 2 2 2 8,1:51.38,29,30/01/2019,381,1800,T230
7666,RACE_6,GOOD,CLASS_2,9,6.0,JADE_FORTUNE,M L Yeung,K L Man,119,1124,2,10-1/2,7 7 7 8 9,1:52.36,62,30/01/2019,381,1800,V020
7667,RACE_6,GOOD,CLASS_2,WV,7.0,WINNING_FAITH,A Badel,C S Shum,120,---,---,---,---,---,---,30/01/2019,381,1800,A253
7668,RACE_7,GOOD,CLASS_3,1,1.0,MOMENT_OF_POWER,C Wong,P O'Sullivan,126,1086,6,-,1 1 1,0:57.12,11,30/01/2019,382,1000,V138
7669,RACE_7,GOOD,CLASS_3,2,12.0,NOBLE_DELIGHT,J Moreira,J Size,115,1016,11,1-1/2,11 11 2,0:57.34,15,30/01/2019,382,1000,B199
7670,RACE_7,GOOD,CLASS_3,3,4.0,EXPLOSIVE_WITNESS,Z Purton,C Fownes,129,1141,3,1-3/4,10 8 3,0:57.40,12,30/01/2019,382,1000,B001
7671,RACE_7,GOOD,CLASS_3,4,11.0,GENTLE_BREEZE,M Chadwick,P F Yiu,115,1160,7,2,5 7 4,0:57.45,6.2,30/01/2019,382,1000,B343
7672,RACE_7,GOOD,CLASS_3,5,8.0,CALIFORNIA_GUNGHO,D Whyte,A S Cruz,123,1125,12,2-1/2,8 9 5,0:57.51,10,30/01/2019,382,1000,B204
7673,RACE_7,GOOD,CLASS_3,6,6.0,MOST_BEAUTIFUL,N Callan,C S Shum,125,1166,2,2-3/4,7 6 6,0:57.55,3.8,30/01/2019,382,1000,A022
7674,RACE_7,GOOD,CLASS_3,7,2.0,DRAGON_PIONEER,A Sanna,Y S Tsui,132,1153,8,3-1/4,6 4 7,0:57.62,15,30/01/2019,382,1000,A381
7675,RACE_7,GOOD,CLASS_3,8,3.0,EPTIMUM,T H So,L Ho,128,1124,4,4-1/2,9 10 8,0:57.83,30,30/01/2019,382,1000,B305
7676,RACE_7,GOOD,CLASS_3,9,7.0,AMAZING_CHOCOLATE,H T Mo,R Gibson,118,1197,10,4-3/4,12 12 9,0:57.88,92,30/01/2019,382,1000,C059
7677,RACE_7,GOOD,CLASS_3,10,10.0,STRATHALLAN,K Teetan,A T Millard,117,1096,5,4-3/4,2 3 10,0:57.88,6.5,30/01/2019,382,1000,B178
7678,RACE_7,GOOD,CLASS_3,11,5.0,HEALTHY_LUCK,C Schofield,K L Man,125,1051,9,7-1/2,3 2 11,0:58.30,41,30/01/2019,382,1000,A064
7679,RACE_7,GOOD,CLASS_3,12,9.0,TEAM_SPIRIT,K C Leung,W Y So,120,1190,1,11-1/4,4 5 12,0:58.93,5.7,30/01/2019,382,1000,B230
7680,RACE_8,GOOD,CLASS_2,1,3.0,COUNTRY_STAR,J Moreira,J Size,130,1078,3,-,2 2 1,1:09.94,1.7,30/01/2019,383,1200,B396
7681,RACE_8,GOOD,CLASS_2,2,8.0,TELECOM_BROTHERS,C Wong,Y S Tsui,115,1217,1,3/4,3 3 2,1:10.06,7.6,30/01/2019,383,1200,B243
7682,RACE_8,GOOD,CLASS_2,3,7.0,SUPER_HOPPY,Z Purton,C S Shum,126,1218,7,1,10 10 3,1:10.11,4.9,30/01/2019,383,1200,A372
7683,RACE_8,GOOD,CLASS_2,4,5.0,ALMABABY,H N Wong,Y S Tsui,125,1136,8,2-1/2,4 4 4,1:10.32,38,30/01/2019,383,1200,V057
7684,RACE_8,GOOD,CLASS_2,5,6.0,FABULOUS_ONE,M Chadwick,R Gibson,127,1141,10,2-1/2,1 1 5,1:10.36,93,30/01/2019,383,1200,T005
7685,RACE_8,GOOD,CLASS_2,6,1.0,SUPER_TURBO,K Teetan,D J Hall,132,1047,6,3,9 8 6,1:10.41,13,30/01/2019,383,1200,V310
7686,RACE_8,GOOD,CLASS_2,7,4.0,FORTUNE_BOOTH,N Callan,J Moore,129,1071,9,3-1/4,8 9 7,1:10.47,14,30/01/2019,383,1200,A418
7687,RACE_8,GOOD,CLASS_2,8,2.0,BIG_TIME_BABY,K C Leung,K L Man,130,1123,4,3-1/2,6 5 8,1:10.48,78,30/01/2019,383,1200,A157
7688,RACE_8,GOOD,CLASS_2,9,12.0,SEVEN_HEAVENS,A Badel,C Fownes,118,1055,11,6-1/4,11 11 9,1:10.95,29,30/01/2019,383,1200,B089
7689,RACE_8,GOOD,CLASS_2,10,9.0,FANTASTIC_FEELING,G van Niekerk,D E Ferraris,121,1242,5,7-1/4,7 7 10,1:11.09,18,30/01/2019,383,1200,T273
7690,RACE_8,GOOD,CLASS_2,11,11.0,KEEP_MOVING,W M Lai,P F Yiu,118,1130,2,7-3/4,5 6 11,1:11.18,267,30/01/2019,383,1200,A124
7691,RACE_8,GOOD,CLASS_2,WV,10.0,MR_LUMIERES,C Schofield,D J Hall,121,---,---,---,---,---,---,30/01/2019,383,1200,B179
7692,RACE_1,GOOD,CLASS_4,1,6.0,AMAZING_AGILITY,J Moreira,L Ho,124,980,4,-,5 5 5 8 1,2:05.80,5.2,27/01/2019,366,2000,V192
7693,RACE_1,GOOD,CLASS_4,2,2.0,YOU_HAVE_MY_WORD,S de Sousa,T P Yung,133,1155,5,1-1/4,7 7 7 7 2,2:05.95,9.3,27/01/2019,366,2000,V149
7694,RACE_1,GOOD,CLASS_4,3,3.0,BRING_IT_ON,H Bowman,C H Yip,132,1151,3,1-1/4,4 4 4 5 3,2:05.98,3.8,27/01/2019,366,2000,V407
7695,RACE_1,GOOD,CLASS_4,4,7.0,LE_PANACHE,D Whyte,W Y So,118,1101,7,1-1/4,6 6 6 2 4,2:05.99,4.1,27/01/2019,366,2000,V369
7696,RACE_1,GOOD,CLASS_4,5,5.0,TAI_SMART,C Y Ho,F C Lor,124,1239,6,1-3/4,8 8 8 1 5,2:06.06,6.7,27/01/2019,366,2000,A366
7697,RACE_1,GOOD,CLASS_4,6,4.0,GOOD_DAYS,P-C Boudot,C S Shum,126,1114,8,2-1/2,2 2 2 4 6,2:06.20,6.7,27/01/2019,366,2000,A333
7698,RACE_1,GOOD,CLASS_4,7,8.0,ROMANTIC_JOURNEY,K Teetan,C W Chang,114,1070,1,2-3/4,3 3 3 6 7,2:06.24,27,27/01/2019,366,2000,B107
7699,RACE_1,GOOD,CLASS_4,8,1.0,SALTO_OLIMPICO,K C Leung,D J Hall,133,1114,2,3,1 1 1 3 8,2:06.27,12,27/01/2019,366,2000,A350
7700,RACE_2,GOOD,CLASS_4,1,7.0,WINNER_SUPREME,A Sanna,Y S Tsui,125,1185,9,-,1 1 1,0:57.10,9.5,27/01/2019,367,1000,C226
7701,RACE_2,GOOD,CLASS_4,2,6.0,MERIDIAN_GENIUS,K Teetan,A T Millard,125,1103,14,HD,4 3 2,0:57.13,2.5,27/01/2019,367,1000,C067
7702,RACE_2,GOOD,CLASS_4,3,14.0,BULLISH_BROTHER,C Y Ho,A S Cruz,116,1115,8,3,3 5 3,0:57.57,41,27/01/2019,367,1000,C034
7703,RACE_2,GOOD,CLASS_4,4,12.0,WAYFOONG_CHARMER,K C Leung,P O'Sullivan,121,1109,3,3-1/2,8 8 4,0:57.67,37,27/01/2019,367,1000,B437
7704,RACE_2,GOOD,CLASS_4,5,2.0,SOCCER_MASTER,H T Mo,D E Ferraris,122,1121,6,3-3/4,10 11 5,0:57.70,137,27/01/2019,367,1000,B452
7705,RACE_2,GOOD,CLASS_4,6,8.0,NICE_FANDANGO,Z Purton,C Fownes,124,1105,7,4,2 2 6,0:57.73,8.2,27/01/2019,367,1000,A209
7706,RACE_2,GOOD,CLASS_4,7,3.0,AUTHENTIC_CHAMP,M Chadwick,K H Ting,125,1182,5,4-1/4,13 10 7,0:57.78,4.8,27/01/2019,367,1000,C039
7707,RACE_2,GOOD,CLASS_4,8,10.0,KING'S_HEROISM,W M Lai,L Ho,123,1174,10,4-3/4,11 12 8,0:57.84,62,27/01/2019,367,1000,C014
7708,RACE_2,GOOD,CLASS_4,9,1.0,LUCKY_GUY,H Bowman,C H Yip,128,1211,1,5-1/4,9 7 9,0:57.93,7.2,27/01/2019,367,1000,T349
7709,RACE_2,GOOD,CLASS_4,10,9.0,THIS_IS_CLASS,M L Yeung,K W Lui,122,1182,2,5-1/4,5 4 10,0:57.93,12,27/01/2019,367,1000,B420
7710,RACE_2,GOOD,CLASS_4,11,11.0,SUNNY_DRAGON,H N Wong,R Gibson,120,1183,4,5-3/4,6 6 11,0:58.03,14,27/01/2019,367,1000,V412
7711,RACE_2,GOOD,CLASS_4,12,13.0,TEST_THE_STARS,C Schofield,D J Hall,119,1026,13,6-3/4,7 9 12,0:58.18,95,27/01/2019,367,1000,B193
7712,RACE_2,GOOD,CLASS_4,13,5.0,LITTLE_GENERAL,P-C Boudot,C S Shum,125,1056,11,10-1/4,12 13 13,0:58.74,106,27/01/2019,367,1000,C096
7713,RACE_2,GOOD,CLASS_4,WV-A,4.0,KING'S_TROOPER,N Callan,P F Yiu,125,---,---,---,---,---,---,27/01/2019,367,1000,C130
7714,RACE_3,GOOD,CLASS_2,1,1.0,REGENCY_LEGEND,Z Purton,C S Shum,133,1083,1,-,5 5 1,1:09.14,1.2,27/01/2019,368,1200,B348
7715,RACE_3,GOOD,CLASS_2,2,6.0,RAGING_BLITZKRIEG,J Moreira,J Size,124,1089,2,N,4 4 2,1:09.20,6.3,27/01/2019,368,1200,B147
7716,RACE_3,GOOD,CLASS_2,3,2.0,CALIFORNIA_FORTUNE,A Sanna,A S Cruz,131,1276,6,1-1/2,1 1 3,1:09.35,31,27/01/2019,368,1200,A415
7717,RACE_3,GOOD,CLASS_2,4,8.0,MAGIC_LEGEND,H T Mo,J Moore,112,1033,5,1-3/4,6 6 4,1:09.40,21,27/01/2019,368,1200,A170
7718,RACE_3,GOOD,CLASS_2,5,5.0,STAR_SHINE,D Whyte,K W Lui,127,1194,7,1-3/4,7 7 5,1:09.42,18,27/01/2019,368,1200,B163
7719,RACE_3,GOOD,CLASS_2,6,3.0,UGLY_WARRIOR,C Y Ho,Y S Tsui,128,1019,3,2,2 2 6,1:09.48,10,27/01/2019,368,1200,B083
7720,RACE_3,GOOD,CLASS_2,7,7.0,PRECIOUSSHIP,M Chadwick,P F Yiu,118,1018,8,2-1/2,8 8 7,1:09.55,96,27/01/2019,368,1200,C050
7721,RACE_3,GOOD,CLASS_2,8,4.0,NEW_ASIA_SUNRISE,U Rispoli,Y S Tsui,127,1010,4,4-1/4,3 3 8,1:09.81,32,27/01/2019,368,1200,T268
7722,RACE_4,GOOD,CLASS_5,1,2.0,DIAMOND_LEGEND,K Teetan,A S Cruz,132,1141,9,-,6 9 9 1,1:23.07,8.4,27/01/2019,369,1400,V341
7723,RACE_4,GOOD,CLASS_5,2,1.0,DARING_HEART,M Chadwick,D E Ferraris,132,1053,3,1/2,7 3 3 2,1:23.17,23,27/01/2019,369,1400,V260
7724,RACE_4,GOOD,CLASS_5,3,5.0,DISTRICT_EXPRESS,C Y Ho,P F Yiu,128,1170,2,1-1/2,5 5 4 3,1:23.31,7.3,27/01/2019,369,1400,B136
7725,RACE_4,GOOD,CLASS_5,4,6.0,MONEY_WINNER,S de Sousa,Y S Tsui,130,1016,12,2-1/2,13 14 14 4,1:23.45,7.7,27/01/2019,369,1400,A055
7726,RACE_4,GOOD,CLASS_5,5,9.0,FLYING_NOBLE,K C Leung,C H Yip,129,1184,7,2-3/4,4 6 6 5,1:23.52,3.6,27/01/2019,369,1400,A267
7727,RACE_4,GOOD,CLASS_5,6,12.0,CASH_COURIER,T H So,D J Hall,117,1227,4,3-1/2,10 8 7 6,1:23.61,56,27/01/2019,369,1400,S417
7728,RACE_4,GOOD,CLASS_5,7,13.0,RUMINARE,A Badel,R Gibson,118,1144,1,4,2 1 1 7,1:23.69,17,27/01/2019,369,1400,V086
7729,RACE_4,GOOD,CLASS_5,8,10.0,NEVER_BETTER,J Moreira,P O'Sullivan,128,1182,14,4-1/4,9 11 10 8,1:23.74,6.3,27/01/2019,369,1400,T140
7730,RACE_4,GOOD,CLASS_5,9,14.0,SURE_SUPREME,M L Yeung,W Y So,115,1111,6,5-1/4,3 2 2 9,1:23.92,127,27/01/2019,369,1400,B233
7731,RACE_4,GOOD,CLASS_5,10,11.0,FORTUNE_WAY,C Schofield,T P Yung,122,1117,13,5-1/2,14 10 11 10,1:23.94,16,27/01/2019,369,1400,B120
7732,RACE_4,GOOD,CLASS_5,11,8.0,SHINING_BRIGHT,C Murray,C W Chang,130,1039,8,5-3/4,11 12 13 11,1:23.97,159,27/01/2019,369,1400,B297
7733,RACE_4,GOOD,CLASS_5,12,3.0,INVESTOR_BOOM,A Sanna,J Moore,131,1197,11,6,12 13 12 12,1:24.01,58,27/01/2019,369,1400,A424
7734,RACE_4,GOOD,CLASS_5,13,4.0,ADONIS,N Callan,L Ho,130,1036,5,12,1 4 5 13,1:24.98,6.3,27/01/2019,369,1400,A324
7735,RACE_4,GOOD,CLASS_5,14,7.0,RUN_MOOCHI,Z Purton,K L Man,130,1097,10,12-3/4,8 7 8 14,1:25.10,32,27/01/2019,369,1400,B277
7736,RACE_5,GOOD,CLASS_4,1,3.0,NOBLE_DE_LOVE,Z Purton,F C Lor,129,1208,9,-,2 1 1,1:08.75,2.9,27/01/2019,370,1200,V324
7737,RACE_5,GOOD,CLASS_4,2,11.0,DEAL_MAKER,M Chadwick,T P Yung,118,1158,1,4-3/4,7 7 2,1:09.51,6.8,27/01/2019,370,1200,B023
7738,RACE_5,GOOD,CLASS_4,3,2.0,MICKEY_RICH,N Callan,P F Yiu,132,1075,6,5-1/4,6 6 3,1:09.60,15,27/01/2019,370,1200,B151
7739,RACE_5,GOOD,CLASS_4,4,12.0,FAME_AND_FORTUNE,C Y Ho,D J Hall,116,1049,2,5-1/2,5 3 4,1:09.64,10,27/01/2019,370,1200,B082
7740,RACE_5,GOOD,CLASS_4,5,10.0,NICE_KICK,J Moreira,J Size,119,1102,3,7-1/2,3 4 5,1:09.96,3.9,27/01/2019,370,1200,B002
7741,RACE_5,GOOD,CLASS_4,6,7.0,DIONYSUS_COLLIN,K C Leung,K W Lui,124,1082,11,10-1/4,11 11 6,1:10.40,304,27/01/2019,370,1200,B436
7742,RACE_5,GOOD,CLASS_4,7,4.0,HAPPY_HAPPY_STAR,D Whyte,K L Man,128,1143,4,10-1/4,8 8 7,1:10.40,8.6,27/01/2019,370,1200,A011
7743,RACE_5,GOOD,CLASS_4,8,8.0,DR_RACE,U Rispoli,D E Ferraris,124,1070,7,10-1/2,10 9 8,1:10.42,31,27/01/2019,370,1200,T284
7744,RACE_5,GOOD,CLASS_4,9,6.0,TRIUMPHANT_LORD,G van Niekerk,C S Shum,126,1164,12,15-3/4,4 5 9,1:11.27,175,27/01/2019,370,1200,C101
7745,RACE_5,GOOD,CLASS_4,10,5.0,JOY_MASTER,C Murray,C Fownes,128,1063,8,17-1/2,9 10 10,1:11.56,122,27/01/2019,370,1200,B222
7746,RACE_5,GOOD,CLASS_4,11,1.0,DASHING_GAINER,S de Sousa,Y S Tsui,133,1154,10,29,1 2 11,1:13.40,7.9,27/01/2019,370,1200,A412
7747,RACE_5,GOOD,CLASS_4,12,9.0,STARTLING_POWER,M L Yeung,C W Chang,121,1090,5,ML,12 12 12,1:31.70,35,27/01/2019,370,1200,S204
7748,RACE_6,GOOD,CLASS_3,1,7.0,GAMEPLAYER_EMPEROR,S de Sousa,F C Lor,119,1039,9,-,4 3 1,1:08.89,6.7,27/01/2019,371,1200,B207
7749,RACE_6,GOOD,CLASS_3,2,12.0,GOLDIE_FLANKER,H T Mo,P O'Sullivan,111,1236,6,N,12 11 2,1:08.93,9.9,27/01/2019,371,1200,V161
7750,RACE_6,GOOD,CLASS_3,3,5.0,JOYFUL_MOMENTS,C Wong,R Gibson,118,1149,8,1/2,9 6 3,1:08.96,29,27/01/2019,371,1200,T134
7751,RACE_6,GOOD,CLASS_3,4,11.0,DOUBLE_VALENTINE,K Teetan,A S Cruz,116,1074,12,2-1/2,8 10 4,1:09.27,25,27/01/2019,371,1200,A163
7752,RACE_6,GOOD,CLASS_3,5,4.0,HAPPY_TOUR,Z Purton,C S Shum,125,1208,3,2-3/4,3 4 5,1:09.31,1.5,27/01/2019,371,1200,B374
7753,RACE_6,GOOD,CLASS_3,6,10.0,GOKO,W M Lai,C H Yip,117,1292,7,3,7 7 6,1:09.34,193,27/01/2019,371,1200,A270
7754,RACE_6,GOOD,CLASS_3,7,3.0,TEAM_FORTUNE,D Whyte,W Y So,126,1154,5,3-3/4,6 5 7,1:09.51,15,27/01/2019,371,1200,T306
7755,RACE_6,GOOD,CLASS_3,8,1.0,LONE_EAGLE,G van Niekerk,A T Millard,133,1226,4,5,10 9 8,1:09.68,40,27/01/2019,371,1200,B309
7756,RACE_6,GOOD,CLASS_3,9,2.0,EAGLE,C Y Ho,P F Yiu,124,1148,11,6-3/4,11 12 9,1:09.96,37,27/01/2019,371,1200,B106
7757,RACE_6,GOOD,CLASS_3,10,8.0,WINNING_SUPREME,U Rispoli,Y S Tsui,119,1103,10,10,1 2 10,1:10.50,14,27/01/2019,371,1200,A351
7758,RACE_6,GOOD,CLASS_3,11,6.0,GOD_OF_DRAGON,N Callan,D E Ferraris,121,1060,1,10-1/4,5 8 11,1:10.53,95,27/01/2019,371,1200,B108
7759,RACE_6,GOOD,CLASS_3,12,9.0,ELITE_BOY,H N Wong,K H Ting,115,1012,2,11-1/2,2 1 12,1:10.71,63,27/01/2019,371,1200,B015
7760,RACE_7,GOOD,GROUP_THREE,1,2.0,EXULTANT,Z Purton,A S Cruz,132,1053,6,-,9 8 9 6 1,1:45.68,2.3,27/01/2019,372,1800,B101
7761,RACE_7,GOOD,GROUP_THREE,2,9.0,DINOZZO,H N Wong,J Size,113,1062,4,1-1/4,8 9 8 9 2,1:45.87,38,27/01/2019,372,1800,V246
7762,RACE_7,GOOD,GROUP_THREE,3,6.0,ROMANTIC_TOUCH,M Chadwick,A S Cruz,114,1158,2,1-3/4,7 7 6 8 3,1:45.96,84,27/01/2019,372,1800,S393
7763,RACE_7,GOOD,GROUP_THREE,4,7.0,INSAYSHABLE,J Moreira,J Size,115,1065,1,3-1/2,5 4 4 4 4,1:46.23,7.2,27/01/2019,372,1800,B156
7764,RACE_7,GOOD,GROUP_THREE,5,4.0,SINGAPORE_SLING,K Teetan,A T Millard,124,1082,9,4-1/2,4 5 5 5 5,1:46.41,5.4,27/01/2019,372,1800,B104
7765,RACE_7,GOOD,GROUP_THREE,6,5.0,PINGWU_SPARK,K C Leung,T P Yung,122,1342,8,5-1/2,1 1 1 1 6,1:46.56,36,27/01/2019,372,1800,A262
7766,RACE_7,GOOD,GROUP_THREE,7,8.0,HORSE_OF_FORTUNE,W M Lai,C H Yip,113,1076,7,6,6 6 7 7 7,1:46.62,178,27/01/2019,372,1800,T118
7767,RACE_7,GOOD,GROUP_THREE,8,3.0,GLORIOUS_FOREVER,S de Sousa,F C Lor,131,1163,5,8-1/4,3 3 3 3 8,1:47.01,3.2,27/01/2019,372,1800,B236
7768,RACE_7,GOOD,GROUP_THREE,9,1.0,TIME_WARP,C Y Ho,A S Cruz,133,1253,3,10-3/4,2 2 2 2 9,1:47.38,12,27/01/2019,372,1800,A066
7769,RACE_8,GOOD,4_YEAR_OLDS,1,3.0,FURORE,H Bowman,F C Lor,126,1085,7,-,11 9 7 1,1:34.28,5.4,27/01/2019,373,1600,C079
7770,RACE_8,GOOD,4_YEAR_OLDS,2,13.0,MISSION_TYCOON,K C Leung,F C Lor,126,1244,1,2-1/2,3 3 3 2,1:34.67,205,27/01/2019,373,1600,B224
7771,RACE_8,GOOD,4_YEAR_OLDS,3,7.0,KA_YING_STAR,C Y Ho,A S Cruz,126,1080,14,2-1/2,1 1 1 3,1:34.68,7.3,27/01/2019,373,1600,C198
7772,RACE_8,GOOD,4_YEAR_OLDS,4,1.0,DARK_DREAM,S de Sousa,F C Lor,126,1112,12,2-3/4,9 11 13 4,1:34.73,2.8,27/01/2019,373,1600,C075
7773,RACE_8,GOOD,4_YEAR_OLDS,5,4.0,HARMONY_VICTORY,A Badel,C S Shum,126,1052,13,3-1/2,14 14 14 5,1:34.84,14,27/01/2019,373,1600,B405
7774,RACE_8,GOOD,4_YEAR_OLDS,6,14.0,GREEN_LUCK,M Chadwick,C Fownes,126,1041,11,3-3/4,13 13 11 6,1:34.88,67,27/01/2019,373,1600,B413
7775,RACE_8,GOOD,4_YEAR_OLDS,7,5.0,SUPERICH,Z Purton,F C Lor,126,1136,10,4,2 2 2 7,1:34.91,4.8,27/01/2019,373,1600,B257
7776,RACE_8,GOOD,4_YEAR_OLDS,8,6.0,MR_SO_AND_SO,J Moreira,J Size,126,1034,5,4,10 10 10 8,1:34.93,8.4,27/01/2019,373,1600,B412
7777,RACE_8,GOOD,4_YEAR_OLDS,9,10.0,TIGRE_DU_TERRE,D Whyte,C Fownes,126,1134,4,5-1/2,4 4 4 9,1:35.15,82,27/01/2019,373,1600,C118
7778,RACE_8,GOOD,4_YEAR_OLDS,10,11.0,CHARITY_GO,P-C Boudot,C S Shum,126,1023,6,6,8 8 9 10,1:35.22,35,27/01/2019,373,1600,B478
7779,RACE_8,GOOD,4_YEAR_OLDS,11,9.0,PACKING_WARRIOR,A Sanna,A S Cruz,126,1202,8,6,12 12 12 11,1:35.24,36,27/01/2019,373,1600,C069
7780,RACE_8,GOOD,4_YEAR_OLDS,12,12.0,HEAVENLY_THOUGHT,G van Niekerk,F C Lor,126,1049,2,6,7 5 5 12,1:35.24,330,27/01/2019,373,1600,C163
7781,RACE_8,GOOD,4_YEAR_OLDS,13,2.0,EASY_GO_EASY_WIN,C Schofield,J Moore,126,1118,9,6-1/2,5 6 8 13,1:35.31,23,27/01/2019,373,1600,B112
7782,RACE_8,GOOD,4_YEAR_OLDS,14,8.0,GOLD_WIN,K Teetan,A S Cruz,126,1138,3,23-3/4,6 7 6 14,1:38.10,166,27/01/2019,373,1600,C139
7783,RACE_9,GOOD,CLASS_3,1,12.0,GRADE_ONE,K Teetan,P O'Sullivan,116,1206,6,-,4 3 1,1:09.34,6.2,27/01/2019,374,1200,A010
7784,RACE_9,GOOD,CLASS_3,2,14.0,AEROHAPPINESS,J Moreira,J Size,115,1223,4,N,7 7 2,1:09.41,2.8,27/01/2019,374,1200,B249
7785,RACE_9,GOOD,CLASS_3,3,9.0,HARD_PROMISE,S de Sousa,T P Yung,120,1115,10,1/2,1 1 3,1:09.42,6.4,27/01/2019,374,1200,A373
7786,RACE_9,GOOD,CLASS_3,4,13.0,SHIMMER_AND_SHINE,C Schofield,C Fownes,116,1200,1,1,6 5 4,1:09.52,5.5,27/01/2019,374,1200,B080
7787,RACE_9,GOOD,CLASS_3,5,6.0,ALCARI,C Y Ho,P F Yiu,121,1215,14,1-1/4,8 8 5,1:09.55,17,27/01/2019,374,1200,A354
7788,RACE_9,GOOD,CLASS_3,6,10.0,HONEST_WAY,G van Niekerk,D E Ferraris,118,1195,9,1-1/2,10 10 6,1:09.58,15,27/01/2019,374,1200,B200
7789,RACE_9,GOOD,CLASS_3,7,4.0,TRIUMPHANT_HORSE,M L Yeung,K H Ting,123,1110,7,2,5 6 7,1:09.67,23,27/01/2019,374,1200,B430
7790,RACE_9,GOOD,CLASS_3,8,1.0,FLYING_THUNDER,H Bowman,F C Lor,133,1079,8,2-3/4,11 11 8,1:09.80,12,27/01/2019,374,1200,B328
7791,RACE_9,GOOD,CLASS_3,9,11.0,MIDNIGHT_RATTLER,Z Purton,J Moore,120,1136,11,3-1/4,2 2 9,1:09.87,22,27/01/2019,374,1200,T371
